Date,Timestamp,Idol_Name,Platform,Username,Follower_Count
2026-07-02,10:40:20,Mali,Instagram,mali.dream0n,859
2026-07-02,11:06:54,Mali,TikTok,mali.dream0n,67700
2026-07-02,11:06:54,Mali,X,mali_dream0n,352
2026-07-02,11:06:54,Mickey,Facebook,profile.php?id=61555901829528,955
2026-07-02,10:40:20,Mickey,Instagram,Mickey.miraimirai,1681
2026-07-02,11:06:54,Mickey,TikTok,praewpiyopii,2107
2026-07-02,11:06:54,Mickey,X,mickey_mrmr,595
2026-07-02,11:06:54,Mii,Facebook,profile.php?id=61589166033470,285
2026-07-02,10:40:20,Mii,Instagram,mii.nox0ff,607
2026-07-02,11:06:54,Mii,TikTok,mii_nox0ff,72100
2026-07-02,11:06:54,Mii,X,mii_nox0ff,195
2026-07-02,11:06:54,Minmin,Facebook,Minmin.SoraSora,6715
2026-07-02,10:40:20,Minmin,Instagram,minmin.sorasora,65000
2026-07-02,11:06:54,Minmin,TikTok,minmin.meow,589
2026-07-02,11:06:54,Minmin,X,Minmin_SoraSora,1744
2026-07-02,11:06:54,Mirai Mirai,Facebook,miraimiraiidol,1696
2026-07-02,10:40:20,Mirai Mirai,Instagram,miraimirai_idol,1348
2026-07-02,11:06:54,Mirai Mirai,TikTok,miraimirai_idol,929
2026-07-02,11:06:54,Mirai Mirai,X,miraimirai_idol,658
2026-07-02,11:06:54,Miyu,Facebook,profile.php?id=61589397683980,307
2026-07-02,10:40:20,Miyu,Instagram,miyu.nox0ff,487
2026-07-02,11:06:54,Miyu,TikTok,miyu_nox0ff,1499
2026-07-02,11:06:54,Miyu,X,miyu_nox0ff,149
2026-07-02,11:06:54,Moya,Facebook,moya.dream0n,745
2026-07-02,10:40:20,Moya,Instagram,moya.dream0n,1318
2026-07-02,11:06:54,Moya,TikTok,moya_dream0n,3039
2026-07-02,11:06:54,Moya,X,moya_dream0n,416
2026-07-02,11:06:54,Nisa,Facebook,profile.php?id=61556096882280,722
2026-07-02,10:40:20,Nisa,Instagram,Nisa.miraimirai,1173
2026-07-02,11:06:54,Nisa,TikTok,nisa.miraimirai,3300
2026-07-02,11:06:54,Nisa,X,Nisa_miraimirai,433
2026-07-02,11:06:54,Nori,Facebook,profile.php?id=100091806654688,2194
2026-07-02,10:40:20,Nori,Instagram,nori.yamiyami,4397
2026-07-02,11:06:54,Nori,TikTok,mikunori11,46300
2026-07-02,11:06:54,Nori,X,nori_yamiyami,2681
2026-07-02,11:06:54,Nox:0ff,Facebook,nox0ff.ldol,388
2026-07-02,11:06:54,Nox:0ff,TikTok,nox0ff_idol,183
2026-07-02,11:06:54,Nox:0ff,X,nox0ff_idol,234
2026-07-02,11:06:54,Oum,Facebook,profile.php?id=61582126733638,185
2026-07-02,10:40:20,Oum,Instagram,oum.sorasora,935
2026-07-02,11:06:54,Oum,TikTok,oum.sorasora,2151
2026-07-02,11:06:54,Oum,X,Oum_SoraSora,492
2026-07-02,11:06:54,Pear,Facebook,profile.php?id=61556325892363,8924
2026-07-02,10:40:20,Pear,Instagram,Pear.miraimirai,1740
2026-07-02,11:06:54,Pear,TikTok,pear.miraimirai,1369
2026-07-02,11:06:54,Pear,X,Pear_miraimirai,555
2026-07-02,11:06:54,Pin,Facebook,@Pin.sorasora,8039
2026-07-02,10:40:20,Pin,Instagram,pin.sorasora,23000
2026-07-02,11:06:54,Pin,TikTok,pinsorangai,1382
2026-07-02,11:06:54,Pin,X,Pin_SoraSora,2129
2026-07-02,11:06:54,Pixels,Facebook,profile.php?id=61555954807055,7770
2026-07-02,10:40:20,Pixels,Instagram,Pixels.miraimirai,3487
2026-07-02,11:06:54,Pixels,TikTok,pixels.miraimirai,8392
2026-07-02,11:06:54,Pixels,X,pixels_mirai,834
2026-07-02,11:06:54,Ploy,Facebook,ploy.dream0n,223
2026-07-02,10:40:20,Ploy,Instagram,ploy.dream0n,559
2026-07-02,11:06:54,Ploy,TikTok,ploy.dream0n,1687
2026-07-02,11:06:54,Ploy,X,ploy_dream0n,275
2026-07-02,11:06:54,Praew,Facebook,profile.php?id=100087455791913,18172
2026-07-02,10:40:20,Praew,Instagram,praew.yamiyami,7402
2026-07-02,11:06:54,Praew,TikTok,praewpiyopii,2107
2026-07-02,11:06:54,Praew,X,praew_yamiyami,1270
2026-07-02,11:06:54,Punch,Facebook,profile.php?id=100087392975126,3518
2026-07-02,10:40:20,Punch,Instagram,punch.yamiyami,3630
2026-07-02,11:06:54,Punch,TikTok,pxxxxxxxxh,2075
2026-07-02,11:06:54,Punch,X,punch_yamiyami,1650
2026-07-02,11:06:54,Sai,Facebook,profile.php?id=61556143170090,21142
2026-07-02,10:40:20,Sai,Instagram,Sai.miraimirai,8040
2026-07-02,11:06:54,Sai,TikTok,sai.mrmr,34100
2026-07-02,11:06:54,Sai,X,Sai_miraimirai,797
2026-07-02,11:06:54,Snowy,Facebook,snowy.dream0n,422
2026-07-02,10:40:20,Snowy,Instagram,snowy.dream0n,1375
2026-07-02,11:06:54,Snowy,TikTok,snowy.dream0n,50400
2026-07-02,11:06:54,Snowy,X,snowy_dream0n,620
2026-07-02,11:06:54,Sora! Sora!,Facebook,sorasora.idol,5842
2026-07-02,10:40:20,Sora! Sora!,Instagram,sorasora_idol,2414
2026-07-02,11:06:54,Sora! Sora!,TikTok,sorasora.idol,2702
2026-07-02,11:06:54,Sora! Sora!,X,Sorasora_idol,1709
2026-07-02,11:06:54,Time,Facebook,profile.php?id=61589267309376,332
2026-07-02,10:40:20,Time,Instagram,time.nox0ff,1936
2026-07-02,11:06:54,Time,TikTok,time.nox0ff,49600
2026-07-02,11:06:54,Time,X,time_nox0ff,284
2026-07-02,11:06:54,Tonliw,Facebook,profile.php?id=61570194428589,488
2026-07-02,10:40:20,Tonliw,Instagram,tonliw.yamiyami,1127
2026-07-02,11:06:54,Tonliw,TikTok,t0nliwkung,988
2026-07-02,11:06:54,Tonliw,X,tonliw_yamiyami,408
2026-07-02,11:06:54,Xiu Zhen,Facebook,profile.php?id=100091803265181,1557
2026-07-02,10:40:20,Xiu Zhen,Instagram,xiuzhen.yamiyami,1839
2026-07-02,11:06:54,Xiu Zhen,TikTok,0zhen_nehz.0,1255
2026-07-02,11:06:54,Xiu Zhen,X,xiuzhen_yami,931
2026-07-02,11:06:54,Yami Yami,Facebook,yamiyami.idol,3115
2026-07-02,10:40:20,Yami Yami,Instagram,yamiyami_idol,1920
2026-07-02,11:06:54,Yami Yami,TikTok,yamiyami_idol,6665
2026-07-02,11:06:54,Yami Yami,X,Yamiyami_idol,1319
2026-07-02,11:06:54,Yiwha,Facebook,profile.php?id=61556038916644,1645
2026-07-02,10:40:20,Yiwha,Instagram,yiwha.nox0ff,3898
2026-07-02,11:06:54,Yiwha,TikTok,yiwhazaabzaa,2098
2026-07-02,11:06:54,Yiwha,X,yiwha_nox0ff,552
